KOD INDEKSU	NAZWA INDEKSU	"KMS
(magazyn)"	CENA	WARTOŚĆ
TM-10-05-0304	MINIZAWÓR 234-955 3/2 NC MONOSTAB camozzi 	29.0	116.69999694824219	3384.429931640625
TM-10-05-0612	ELEKTROZAWÓR 5/2 S0710-5 SMC BIMA	4.0	172.39999389648438	689.5999755859375
TM-10-05-0834	ZAWÓR 5/3 G1/2 5711200050	3.0	2051.969970703125	6155.919921875
TM-10-05-0095	ELEKTROZAWÓR 820023005 CP028001	2.0	1015.8099975585938	2031.6199951171875
TM-10-05-0136	ELEKTROZAWÓR REX 0820022990	4.0	438.55999755859375	1754.239990234375
TM-10-05-0146	ELEKTROZAWÓR 0820022998 BOSCH	5.0	835.0	4175.0
TM-10-05-0199	ELEKTROZAWÓR 0820022980 L10	3.0	483.8699951171875	1451.6099853515625
TM-10-05-0221	"ELEKTROZAWÓR R495003748 L. 5/2"" 1/8"" CEW-C"	2.0	259.3399963378906	518.6799926757812
TM-10-05-0237	ELEKTROZAWÓR 0820022992	4.0	807.0	3228.0
TM-10-05-0325	Elektrozawór 0820023980 Aventics L10	2.0	593.8200073242188	1187.6400146484375
TM-10-05-0007	Elektrozawór CP ASC1-M1H-M-P-2,5 526990 4-011-04-0905  	21.0	585.0599975585938	12286.2099609375
TM-10-05-0333	ELEKTROZWÓR VMPA2--M1H-H-PI 537959	1.0	469.7799987792969	469.7799987792969
TM-10-05-0335	ELEKTROZWÓR VMPA2--M1H-M-PI 537952 FESTO	5.0	335.8800048828125	1679.4000244140625
TM-10-05-0361	ELEKTROZAWÓR CPASC1-M1H-J-P-2,5 526992 FESTO	1.0	834.8499755859375	834.8499755859375
TM-10-05-0424	Zawór zwrotny 0821200005 Aventics L10	4.0	109.23999786376953	436.9599914550781
TM-10-05-0658	ELEKTROZAWÓR 6213EV /0022160 230V 8W BURKET	4.0	370.0	1480.0
TM-10-15-0997	MEMBRANA SC02-6213 ZESTAW NAPRAWCZY BURKET	8.0	95.0	760.0
TM-10-05-0682	ZAWÓR DŁAWIĄCO-ZWROTNY G1/8 T1000C1800	4.0	125.0	500.0
TM-10-05-0804	REGULATOR URG4/10-R1/4  G1/4 5574	6.0	173.44000244140625	1040.6400146484375
TM-10-05-0010	Elektrozawór  SXE9573-Z71 Norgen  Schelling 	4.0	529.0	2116.0
TM-10-05-0011	Elektrozawór 22152/6123/16 Norgren 144115 Schelling	5.0	671.3200073242188	3356.60009765625
TM-10-05-0012	Elektrozawór SXE9773-z50 Norgren 144127 Schelling	3.0	697.52001953125	2092.56005859375
TM-10-05-0216	ZAWÓR PNEUMAT. UM/22354/6123	2.0	2975.669921875	5951.33984375
TM-10-05-0222	Elektrozawór 22354/6123/16 Norgren Schelling	2.0	920.969970703125	1841.93994140625
TM-10-05-0340	Elektrozawór S194131 PNEUMAX 1023.52.39. M4R Schelling 	2.0	830.0	1660.0
TM-10-05-0378	ELEKTROZAWÓR 0820025910 5/2G3/8 2-10 4-011-04-0213	1.0	373.739990234375	373.739990234375
TM-10-05-0522	ELEKTROZAWÓR SXE9575-Z71-60-13J	2.0	1025.199951171875	2050.39990234375
TM-10-05-0661	ELEKTROZAWÓR 1011.52.3.9.M4R PNEUMAX SCH	2.0	231.83999633789062	463.67999267578125
TM-10-10-0531	ZAWÓR PNEUMAT. UM/22152/6123/MA 11014953	2.0	971.4299926757812	1942.8599853515625
TM-10-10-0532	ZAWÓR PNEUM. SXE9773-Z50-60/13J 11014972	4.0	885.260009765625	3541.0400390625
TM-10-05-0248	ELEKTROZAWÓR  100605 ROBATECH 24VDC VKV/VKF	2.0	359.989990234375	719.97998046875
TM-10-05-0270	ZAWÓR MAV 35 LEB 00 7020000400	1.0	220.0	220.0
TM-10-05-0651	ZAWÓR 7001000410 70MEV 25RSS OO G1/8, 5/2 Wetalwork	3.0	164.0	492.0
TM-10-05-0690	ZAWÓR 5/2 BISTABILNY MH 520 701 G	6.0	285.0	1710.0
TM-10-05-0698	ZAWÓR 5/2 DROGOWY 5725560220	1.0	1400.0	1400.0
TM-10-05-0230	ELEKTROZAWÓR 0820055601 REXROTH	4.0	566.0	2264.0
TM-10-05-0280	ELEKTROZAWÓR 0820056201 BST800	7.0	585.469970703125	4098.2900390625
TM-10-05-0397	ELEKTROZAWÓR VUVG L14-M52-AT-G18-1P3 FESTO	6.0	150.0	900.0
TM-10-05-0691	ELEKTROZAWÓR VUVG-B10-B52-ZT-F-1T 573418	5.0	232.5	1162.5
TM-10-05-0713	ELEKTROZAWÓR 706202041M	3.0	418.0	1254.0
TM-10-05-0728	ELEKTROZAW VUVGL18-P53C-T-G14-1P3 574431	4.0	400.0	1600.0
TM-10-05-0831	ZAWÓR 4-011-04-2324 24V VZWD-L-M22C-M-G1	4.0	340.010009765625	1360.0400390625
TM-10-05-0254	ELEKTROZAWÓR VUVB-ST12-M52-MZH-QX-D-1T1 557649	6.0	269.739990234375	1618.43994140625
TM-10-05-0334	ELEKTROZWÓR VMPA2--M1H-K-PI 537957 FESTO	4.0	370.0	1480.0
TM-10-05-0433	ELEKTROZAWÓR CPV14-M1H-5JS-1/8 161361 FESTO	7.0	526.5999755859375	3686.199951171875
TM-10-05-0601	ELEKTROZAWÓ R422103561 IMA KFA	4.0	427.7099914550781	1710.8399658203125
TM-10-05-0795	ELEKTROZAWÓR CPV14-M1H-5LS-1/8 161360	5.0	359.32000732421875	1796.5999755859375
TM-10-05-0815	ZAWOR 5/2 MONO - 0,9-10BAR 4-011-04-1841	10.0	147.88999938964844	1478.9000244140625
TM-10-05-0816	ZAWÓR 5/2 IMPULS -0,9-10BA 4-011-04-1842	3.0	288.2699890136719	864.8099975585938
TM-10-15-0892	USZCZEL. ELEKTROZAWORU 187846 (3973003) CPO	10.0	5.599999904632568	56.0
TM-10-15-0893	USZCZEL. ELEKTROZAWORU 161361 (3986241)	10.0	5.599999904632568	56.0
TM-10-05-0502	ZAWÓR ELEKTROMAG. CD02-5/2AS 0820038959	5.0	235.0	1175.0
TM-10-05-0714	ZAWÓR MONOSTABILNY 358-015-02 5/2	1.0	210.0	210.0
TM-10-05-0756	DŁAWIK PNEUMATYCZNY 144723	15.0	43.369998931884766	650.5499877929688
TM-10-05-0757	DŁAWIK PNEUMATYCZNY 144743	15.0	159.16000366210938	2387.39990234375
TM-10-05-0758	DŁAWIK SIŁOWNIKA DOCISKU BOCZNEGO 144721	10.0	38.59000015258789	385.8999938964844
TM-10-05-0761	ZAWÓR 0820260002 BIMA	2.0	310.0	620.0
TM-10-05-0538	DŁAWIK 144724 Schelling	4.0	90.23999786376953	360.94000244140625
TM-10-05-0650	ZAWÓR DSC-8-8 8MM-1/4 CKD DŁAWAWIĄCO ZWROTNY	8.0	150.0	1200.0
TE-35-00-0190	CEWKA ELEKTROMAGNETYCZNA 00519521 RPE3-063011 agro hytos	1.0	839.1599731445312	839.1599731445312
TM-10-05-0443	ZAWÓR IMA 00079677 MFH-5/3G-D-1-C	2.0	425.0400085449219	850.0800170898438
TM-10-05-0317	Elektrozawór  230404000 Pneumax Techno	5.0	290.0	1450.0
TM-10-05-0359	ELEKTROZAWÓR 2435.52.00.39.88 PNEUMAX	2.0	182.0	364.0
TM-10-05-0364	ELEKTROZAWÓR 2435.52.00.29.62 PNEUMAX	2.0	197.9199981689453	395.8399963378906
TM-10-05-0408	Elektrozawór 2435.52.00.35.82 Pneumax Techno	4.0	318.1300048828125	1272.52001953125
TM-10-05-0602	ELEKTOZAWÓR 468/1.52.0.0.M2  PNEUMAX 	2.0	365.0	730.0
TM-10-05-0250	ELEKTROZAWÓR 0820060026 5/2 WV TC08 24V/00	2.0	365.0	730.0
TM-10-05-0256	ELEKTROZAWÓR 0820037202 Aventics L10	1.0	600.0	600.0
TM-10-05-0276	ELEKTROZAWÓR 0820058501  TC15-5/2 	3.0	520.0	1560.0
TM-10-05-0284	ZAWÓR 0820059111	3.0	640.0	1920.0
TM-10-05-0286	ELEKTROZAWÓR. CD02-5/2AS 0820038955 	1.0	207.0	207.0
TM-10-05-0354	ELEKTROZAWÓR 0820060501 TC08-5/2XX-DO-02 4-011-04-1579	6.0	556.7999877929688	3340.800048828125
TM-10-05-0500	ELEKTROZAWÓR 0820060551 5/2DWU CEWKOWY 	2.0	469.70001220703125	939.4000244140625
TM-10-05-0603	"ELEKTROZAWÓR R414002403 10663016  IMA G1/8""/24V/0-6B ED02 "	3.0	2022.8900146484375	6068.669921875
TM-10-05-0659	ELEKTROZAWÓR R422103045 4-011-04-1280 L10	4.0	642.219970703125	2568.8798828125
TM-10-05-0660	ELEKTROZAWÓR R422103043 2-041-01-3500 L10	13.0	530.6099853515625	6897.9501953125
TM-10-05-0710	ZAWÓR BLOK 5/2 G1/8TC08MON 4-011-04-1279	4.0	566.7000122070312	2266.800048828125
TM-10-05-0805	ELEKTROZAWÓR 5/2 TC08 R422103044	4.0	530.0	2120.0
TM-10-05-0814	ELEKTROZAWÓR MFH-5-1/8 9982	1.0	424.260009765625	424.260009765625
TM-10-05-0409	PODSTAWA ZAWORU VDMA24345 C1 Rexroth 102730 	4.0	130.02999877929688	520.1199951171875
TM-10-05-0676	ZAWÓR KULOWY HF/HVU-06 Z ODPOWIETRZENIEM	4.0	19.0	76.0
TM-10-05-0677	ZAWÓR KULOWY HF/HVU-08 Z ODPOWIETRZENIEM	1.0	21.0	21.0
TM-10-05-0802	ZAWÓR ODCINAJ HE-2-QS-8 153468	4.0	75.45999908447266	301.8399963378906
TM-10-05-0380	ZAWÓR DŁAW-ZWROT CAMOZZI TMCU-976-1/4-8	16.0	51.0	815.9500122070312
TM-10-05-0724	ZAWÓR DŁAW. ZWR. GRLA-M5-QS-4-D 193138	19.0	39.66999816894531	753.72998046875
TM-10-05-0819	ZAWÓR ZWROTNY R412010588	10.0	76.0	760.0
TM-10-05-0830	ZAWÓR MRF N M V G3/8 – 12 9031115V	10.0	88.5999984741211	886.0
TM-10-15-0726	TŁUMIK HAŁASU U-1/8	10.0	13.260000228881836	132.60000610351562
TM-10-15-1144	TŁUMIK HAŁASU UC-1/8 161419	10.0	18.860000610351562	188.60000610351562
TM-10-05-0680	ELEKTROZAWÓR 3/2 G1PNEUMT771/V.32.0.1.MP	5.0	430.0	2150.0
TH-10-00-0008	ŁOPATKA GRAFITOWA 170x35x4 KVT 2.8/3.6/3.8 Becker 901330 Techno WN124-034 KDT	1.0	162.22999572753906	162.22999572753906
TH-10-00-0035	ŁOPATKA GRAFITOWA 90133400004 do pompy 3.140	2.0	1370.2900390625	2740.570068359375
TH-10-00-0060	ŁOPATKA GRAFITOWA 90133300004 (4 szt) KDT/KVT 2.100/3.100 IMA	4.0	1245.1199951171875	4980.4599609375
TM-10-05-0796	ELEKTROZA CPV14-M1H-2OLS-2GLS-1/8 187846	5.0	489.5400085449219	2447.699951171875
TM-10-05-0798	WYSPA ZAW CPV14 18210 10P-14-8C-MP-R-Z5M	2.0	4480.0	8960.0
TM-10-05-0803	ZAWÓR 024DC 0820055501	2.0	565.0	1130.0
TM-10-05-0832	ZAWÓR ODCINAJĄCY MSV30E0000	2.0	150.69000244140625	301.3800048828125
TM-10-05-0637	ZAWÓR ODCINAJĄCY PRZEDMUCHU do podciśnienia G1/8” 0115314 piab	20.0	252.8000030517578	5056.0
TM-10-15-0885	ZESTAW NAPRAWCZY POMPY EŻEK MIDI COAX 109531 PIAB	5.0	146.60000610351562	733.0
TM-10-15-0894	EŻEKTOR VGS4005 SX12 D=6  PIAB	5.0	598.0900268554688	2990.449951171875
TM-10-15-0956	WKŁAD EŻEKTORA COAX SX12 0205575 schelling	1.0	466.260009765625	466.260009765625
TM-10-15-0962	ZESTAW NAPRAWCZY EŻEKTORA SX12 0232669 2x oring8x1,2  1xoring 12x1,5 plus warga 	20.0	50.54999923706055	1011.0
TM-45-00-3266	ZESTAW NAPRAWCZY 10.02.01.01450 schmalz ERS-SEP-22-6XRUE-KLAP 	7.0	54.2400016784668	379.67999267578125
TM-50-00-0087	FILTR POWIETRZA 25X37/80 10.07.01.00141 SCHMALZ	1.0	33.02000045776367	33.02000045776367
TM-50-00-0065	FILTR VFT G1/4-IG80  10.07.01.00119	8.0	231.2100067138672	1849.6400146484375
TM-50-00-0235	FILTR Z OBUDOWĄ 10.07.01.00126	8.0	316.2300109863281	2529.840087890625
TM-10-15-0896	MANOMETR 1/8 40 10BAR 30139961 WIKA	1.0	42.0	42.0
TM-10-15-1112	WAKUOMETR RADIA -1/0BAR G1/8 40mm 110.30	15.0	60.0	900.0
TM-10-15-1139	MANOMETR 213.53.063 100 BAR M14X1,5	1.0	132.0	132.0
TM-10-15-1140	MANOMETR 8089533 MAE-MS4/6-10-BAR	4.0	95.62999725341797	382.5199890136719
TM-10-15-1149	MANOMETR 111.12.040MM T2.5 0-10 BAR G1/8	19.0	35.0	665.0
TM-10-15-1155	MANOMETR M040R/10 G1/4	10.0	33.650001525878906	336.5
TM-10-15-1156	MANOMETR M040R/10 G1/8	10.0	33.650001525878906	336.5
TM-10-15-1157	MANOMETR M040T/10 G1/4	7.0	33.650001525878906	235.5500030517578
TM-10-15-1158	MANOMETR M04T/10 G1/8	10.0	21.75	217.5
TM-10-10-0428	MOCOWANIE SIŁOWNIKA 63 UCHO XCM/063 Pneumat	3.0	53.34000015258789	160.02000427246094
TM-10-10-0150	SIŁOWNIK D40 H60 Norgren 182040/M/60 Schelling 140430 S190430 PNEUMAX	1.0	337.2900085449219	337.2900085449219
TM-10-10-0165	SIŁOWNIK D40 H250 0822121008 r480150349 4-035-01-0006	5.0	560.0	2800.0
TM-10-10-0413	SIŁOWNIK D40 H80 PRA/182040/M/80 NORGREN	3.0	300.0	900.0
TM-10-10-0414	SIŁOWNIK D40 H50 0822221002 822121002 	3.0	487.5	1462.5
TM-10-10-0510	SIŁOWNIK D100 H5 PNPS-100-005-F Tmatic	2.0	562.75	1125.5
TM-10-10-0512	SIŁOWNIK D40 H50 0822394207	4.0	412.29998779296875	1649.199951171875
TM-10-10-0514	SIŁOWNIK D40 H40 JEDNOSTRONNE DZIAŁANIE PNPS-40-40-F PNPSE-40-40 PLUS LUB TYŁ	2.0	360.0	720.0
TM-10-10-0515	SIŁOWNIK D40 H15 CA/001/040/0015/CP  L10	2.0	300.0	600.0
TM-10-10-0561	SIŁOWNIK MAGN D40x160 MM 1386.40.0160.01	4.0	265.0	1060.0
TM-10-10-0574	SIŁOWNIK 11509429 140427/ 190427	4.0	757.9600219726562	3031.840087890625
TM-10-15-0737	Siłownik  D40 H125 Schelling 4-035-01-0023 Aventics 08221210005	2.0	317.1199951171875	634.239990234375
TM-10-10-0038	SIŁOWNIK D40 H320 G1/4 4-035-01-0054 Aventics R412015138	1.0	358.45001220703125	358.45001220703125
TM-10-10-0109	SIŁOWNIK D=32 H=25 G1/8	2.0	599.969970703125	1199.93994140625
TM-10-10-0117	SIŁOWNIK D50 H50 0822010667 vkf	7.0	469.5299987792969	3286.68994140625
TM-10-10-0118	SIŁOWNIK D50 H80 0822010668	3.0	620.0	1860.0
TM-10-10-0166	SIŁOWNIK D50 H15 0822010562	8.0	370.0	2960.0
TM-10-10-0201	Siłownik D25 H40 Pneumax 1501.25.40 CF300	3.0	121.88999938964844	365.6700134277344
TM-10-10-0271	SIŁOWNIK D25 H130 ADNGF-25-130-P-A 537126 FESTO VKF	8.0	590.3800048828125	4723.0400390625
TM-10-10-0392	SIŁOWNIK D25 H95 0822592004	2.0	950.0	1900.0
TM-10-10-0456	SIŁOWNIK D50 H60 ADVUL-50-60-P-A 156901 wemhoner	3.0	1699.4599609375	5098.3798828125
TM-10-10-0547	SIŁOWNIK DSBC-50-125-PPSA-N3/ 1376308	2.0	402.4700012207031	804.9400024414062
TM-10-10-0582	SIŁOWNIK KOMPAKT ADVU-50-25-A-P-A 156639	1.0	922.8499755859375	922.8499755859375
TM-10-10-0200	SIŁOWNIK D63 H500 DSBC-63-500-PPVA-N3 FESTO DNU-63-500 PPVA 32480	1.0	590.2899780273438	590.2899780273438
TM-10-10-0263	SIŁOWNIK D63x525 190697	4.0	1033.300048828125	4133.2001953125
TM-10-10-0308	SIŁOWNIK D63 H125 DSBC-63-125-PPVA-N3 1383583 FESTO PRA /802063/M/125 Nordgren 	2.0	649.4000244140625	1298.800048828125
TM-10-10-0378	SIŁOWNIK D63 H90 0822353175	5.0	877.0999755859375	4385.5
TM-10-10-0457	SIŁOWNIK D63 H160 DSBC-63-160-PPVA-N3 1383584 FESTO	3.0	569.52001953125	1708.56005859375
TM-10-10-0528	SIŁOWNIK PNEUMAT. D63X500 PSC063.0500.00	4.0	607.8200073242188	2431.280029296875
TM-10-10-0570	SIŁOWNIK DSBC-63-50-PPSA-N3 1383634	1.0	450.760009765625	450.760009765625
TM-10-10-0580	SIŁOWNIK D=63H=400 140682	2.0	994.1099853515625	1988.219970703125
TM-60-00-0118	SIŁOWNIK D63 H40 1383579  DSBC-63-40-PPVA-N3	2.0	459.05999755859375	918.1199951171875
TM-10-10-0222	SIŁOWNIK D100 H80 0822010455 4-035-01-0657 Homag	5.0	1240.0	6200.0
TM-10-10-0247	SIŁOWNIK D80 H320 110841 SCHELLING DSBC-80-320-PPVA-N3 1383342 FESTO 	1.0	718.2899780273438	718.2899780273438
TM-10-10-0362	SIŁOWNIK D100 H25 DSBC-100-25-PPVA-N3 1384804 FESTO	1.0	2557.330078125	2557.330078125
TM-10-10-0511	SIŁOWNIK 3-809-26-0290	3.0	1229.8699951171875	3689.60009765625
TM-10-10-0569	SIŁOWNIK D80 H320 1386.80.0320.01	1.0	690.0	690.0
TM-10-15-0582	SIŁOWNIK D100 H100 R0822125004	2.0	1350.0	2700.0
TM-10-10-0249	SIŁOWNIK PRA /182100/M/400 141045	2.0	2077.949951171875	4155.89990234375
TM-10-10-0554	SIŁOWNIK BEZTŁOCZKO 40-0800 2713400800CP	3.0	2215.0	6645.0
TM-10-10-0564	SIŁOWNIK PRA-DA-063-0500 0822123011	1.0	920.25	920.25
TM-10-10-0573	SIŁOWNIK DSBC-80-400-PPVA-N3 110843	1.0	841.8599853515625	841.8599853515625
TM-45-00-0828	SPRĘŻYNA 950N S1800 GAZOWA 16-4-223-18-a159	6.0	295.0	1770.0
TM-45-00-0925	SPRĘŻYNA GAZ. 1100N L=125 16-4 4-010-04-0009 HOMAG	2.0	174.6300048828125	349.260009765625
TM-45-00-1307	SPRĘŻYNA GAZOWA Q970N S150 GS-28-150-BB-970N PG	6.0	305.0	1830.0
TM-45-00-1337	SPRĘŻYNA GAZOWA 14/28 H150 4-010-04-0160	21.0	638.6799926757812	13412.2998046875
TM-45-00-1492	SPRĘŻYNA 1600N S115 GAZOWA GS28115BB1600N SUSPA 16-6-168-133-A1590B1600N	4.0	398.75	1595.0
TM-45-00-1934	SPRĘŻYNA GAZOWA 750N S200 SpringMasters 20.6200455750 Schelling 	2.0	156.2899932861328	312.5799865722656
TM-45-00-2969	SPRĘŻYNA GAZOWA 600N S155 ST150 600N V D10 Pneumat	2.0	245.0	490.0
TM-45-00-3027	SPRĘŻYNA GAZOWA 840N S150 881-GS-28-150-BB-840N ACE  891-QS-28-150 DOMO 	10.0	341.7300109863281	3417.300048828125
TM-45-00-3035	SPRĘŻYNA GAZ 1800N S170 G28-170-524-GZGZ/1800N/5 	2.0	450.0	900.0
TM-45-00-3501	SPRĘŻYNA GAZ Q2000N L170 16-6 4-010-04-0091	1.0	298.6300048828125	298.6300048828125
TM-45-00-3525	SPRĘŻYNA GAZ 1600N L=110 4-010-04-0092 H	7.0	184.44000244140625	1291.0799560546875
TM-45-00-3745	SPRĘŻYNA GAZOWA 10667892 16-401624263 450N	3.0	116.94999694824219	350.8500061035156
TM-45-00-3983	SPRĘŻYNA GAZOWA 01612239-800N	10.0	245.0	2450.0
TM-45-00-4012	SPRĘŻYNA GAZOWA 01624085-A238- B238-390N	2.0	184.0	368.0
TM-10-10-0040	SIŁOWNIK D32 H80 DZF-32-80-P-A 164043 FESTO	5.0	844.1799926757812	4220.89990234375
TM-10-10-0239	Siłownik D32 H80 Festo DZF-35-80-APA 161267 Schelling	2.0	497.20001220703125	994.4000244140625
TM-10-10-0241	SIŁOWNIK D25 H50 DZF-25-50-A-P-A 161253 FESTO	2.0	772.5	1545.0
TM-10-10-0298	SIŁOWNIK D32 H30 DFM-32-30-P-A-GF 170856 FESTO 	2.0	1737.1099853515625	3474.219970703125
TM-10-10-0439	SIŁOWNIK D20 H400 MGPM20-400Z-XC4BW SMC KO	2.0	1627.25	3254.5
TM-10-10-0524	SIŁOWNIK MNR:0822064000 AVENTIC	2.0	1670.0	3340.0
TM-10-10-0056	SIŁOWNIK D25 H40 ADVU-25-40-A-P-A 156614 FESTO 31M2A025A040 CAMOZZI	2.0	550.0	1100.0
TM-10-10-0080	SIŁOWNIK D20 H10  ADVC-20-10-I-P 188146 Festo	1.0	184.0	184.0
TM-10-10-0259	SIŁOWNIK D20 H40 0822391206 ima	2.0	249.0800018310547	498.1600036621094
TM-10-10-0276	SIŁOWNIK ADN-016-0010-I-P-A-S2-S6 536218	6.0	236.66000366210938	1419.9599609375
TM-10-10-0279	SIŁOWNIK KOMPAK  D=20 H=25 M5 R422001173	5.0	225.72000122070312	1128.5999755859375
TM-10-10-0283	Siłownik D20 H5 FESTO KHZ-DA-020-0005-O Aventix 0822010520 L10 4-035-01-0652 	8.0	160.0	1280.0
TM-10-10-0319	SIŁOWNIK D25 H25 ADVU-25-25-A-P-A-S20 156063 FESTO	5.0	660.0	3300.0
TM-10-10-0390	SIŁOWNIK D25 H15 0822392002 NSKI025.0015 PNEUMAT	3.0	258.0	774.0
TM-10-10-0391	SIŁOWNIK D25 H10 0822010531	6.0	196.3300018310547	1178.0
TM-10-10-0395	SIŁOWNIK D20 H25 822491198	2.0	324.0	648.0
TM-10-10-0396	SIŁOWNIK D20 H20 0822391003 ADVU-20-20-P-A 156517N808 FESTO	4.0	465.5899963378906	1862.3599853515625
TM-10-10-0398	SIŁOWNIK D20 H10 0822406321	6.0	255.6199951171875	1533.7099609375
TM-10-10-0402	SIŁWONIK D20 H4 10710905 IMA R415005623	1.0	265.80999755859375	265.80999755859375
TM-10-10-0509	SIŁOWNIK D20 H10 0822010521 L37	2.0	156.0	312.0
TM-10-10-0517	SIŁOWNIK D25 H5 0822392000	4.0	220.05999755859375	880.239990234375
TM-10-10-0538	SIŁOWNIK MNR:0822010621 10673051	3.0	172.1699981689453	516.510009765625
TM-10-10-0539	SIŁWONIK MNR:0822391601 10814146	2.0	370.0	740.0
TM-10-10-0565	SIŁOWNIK D20 H40 10664821	4.0	300.9700012207031	1203.8800048828125
TM-10-10-0568	SIŁOWNIK KHZ-DA-016-0040 00075554	4.0	216.57000732421875	866.280029296875
TM-10-10-0001	Siłownik D32 H5 KHZ-DA-032-0005-0 0822010540 	4.0	193.0	772.0
TM-10-10-0164	MODUŁ DOCISKOWY EV-25-4	3.0	180.0	540.0
TM-10-10-0187	SIŁOWNIK  D32 H10 0822393201 RP400-32-10 UNIVER	4.0	289.0	1156.0
TM-10-10-0191	SIŁOWNIK D32 H5 0822010640 KHZ-DA-032-0005-M 	13.0	247.99000549316406	3223.919921875
TM-10-10-0194	SIŁOWNIK D32 H10 0822010541 KHZ-DA-032-0010	5.0	195.0	975.0
TM-10-10-0296	SIŁOWNIK D32 H25 ADN-32-25-I-P-A 536282	3.0	168.1300048828125	504.3900146484375
TM-10-10-0383	SIŁOWNIK D32 H15 ADVUL-32-15-P-A 156876 FESTO	2.0	952.0599975585938	1904.1199951171875
TM-10-10-0384	SIŁOWNIK D32 H10 R422001275	2.0	440.0	880.0
TM-10-10-0385	SIŁOWNIK D32 H10 S00134 MEGLIANI	4.0	870.9000244140625	3483.60009765625
TM-10-10-0387	SIŁOWNIK D32 H5 0822406340	2.0	148.0	296.0
TM-10-10-0530	MODUŁ DOCISKOWY EV-20-4 150683	6.0	176.6699981689453	1060.02001953125
TM-10-10-0543	ZESTAW NAPRAWCZY SIŁOWNIKA 1827009576 torweege	2.0	200.0	400.0
TM-10-10-0546	MODUŁ DOCISKOWY EV-32-5 10693836	2.0	438.4200134277344	876.8400268554688
TM-10-15-0081	ZESTAW NAPRAWCZY SIŁOWNIKA D40 DNG/DNU-40-PPV-A 105302 FESTO	4.0	15.3100004196167	61.2400016784668
TM-10-15-0693	FESTO DSBC/G-63 ZESTAW NAPRAWCZY 753091	2.0	349.05999755859375	698.1199951171875
TM-10-15-0983	ZESTAW NAPRAWCZY MUB25-PS SIŁOWNIKA SCM	5.0	36.15999984741211	180.8000030517578
TM-10-10-0063	SIŁOWNIK KRÓTKOSKOKOWY D=25 H=25 L-37	2.0	453.7900085449219	907.5800170898438
TM-10-10-0174	SIŁOWNIK D32 H50 R422001205 CCI-DA-032-0050 FESTO	2.0	302.0	604.0
TM-10-10-0175	SIŁOWNIK D32 H40 CCI-032-0040 FESTO R422001195 	3.0	288.0	864.0
TM-10-10-0210	SIŁOWNIK D32 H25 0822350600 ps032.0025.00 PNEUMAT	1.0	362.0799865722656	362.0799865722656
TM-10-10-0215	SIŁOWNIK D32 H50 0822120002 61M2P032A0050EX CAMOZZI	4.0	664.0900268554688	2656.35009765625
TM-10-10-0220	SIŁOWNIK D32 H100 KPZ 0822393210	8.0	446.4200134277344	3571.320068359375
TM-10-10-0282	SIŁOWNIK  D32 H25  R480041413 G1/8 10668379 ima	2.0	587.6099853515625	1175.219970703125
TM-10-10-0290	Siłownik D32 H160 Pneumax 1380.32.160.01 Schelling 190347	4.0	308.20001220703125	1232.800048828125
TM-10-10-0292	SIŁOWNIK ADN-32-80-A-PPS-A 572663	5.0	244.17999267578125	1220.9000244140625
TM-10-10-0301	SIŁOWNIK D32 H200 DSBC-32-200-PPVA-N3 1376429 FESTO	3.0	324.07000732421875	972.2100219726562
TM-10-10-0367	SIŁOWNIK D32 H40 0822010846	2.0	540.0	1080.0
TM-10-10-0336	FESTO-DSBC-100-400-C-PPVA 1463520/110066-SIŁOWNIK	1.0	6504.6298828125	6504.6298828125
TM-10-10-0562	SIŁOWNIK Z PR DFM-25-30-P-A-GF 170849	1.0	842.760009765625	842.760009765625
TM-10-20-0035	NAPĘD WAHADŁ DRVS-16-180-P 1845714	2.0	329.30999755859375	658.6199951171875
TM-45-00-1969	SPRĘŻYNA GAZOWA STABILUS 327158	4.0	258.4800109863281	1033.9200439453125
TM-45-00-1976	AMORTYZATOR 000272 60N L18 4-010-04-0119 stabilus 11363578 	4.0	296.489990234375	1185.9599609375
TM-45-00-2861	AMORTYZATOR  STD 1,0 MB-S KMS  M25X1,5 L37 4-010-04-0053 	2.0	3343.77001953125	6687.5400390625
TM-45-00-3488	AMORTYZATOR MA225EUM 00048570 IMA	2.0	702.5700073242188	1405.1400146484375
TM-10-10-0076	SIŁOWNIK D20 H25 1130200025CN Metal work DSNU-20-25-PPV-A FESTO	8.0	188.74000549316406	1509.9200439453125
TM-10-10-0077	SIŁOWNIK D16 H50 DSNU-16-50-PPV-A19230 FESTO 1130160050CP Metal work 0822332503 	3.0	172.7899932861328	518.3699951171875
TM-10-10-0404	SIŁOWNIK D16 H12 10.006B.0012 PREMA	2.0	200.8699951171875	401.739990234375
TM-10-10-0406	SIŁOWNIK D16 H180 DSNU-16-180-5 193989 FESTO	2.0	235.0	470.0
TM-10-10-0550	SIŁOWNIK MNI-DA-16-0100 R480680347	6.0	355.0	2130.0
TM-10-10-0552	SIŁOWNIK DSNU-16-50 193989 10804889	3.0	312.25	936.75
TM-45-00-1459	SPRĘŻYNA GAZOWA 900N S330 33.650745100M8 SPRINGMASTERS QUAY	3.0	215.3300018310547	645.989990234375
TM-10-10-0037	Siłownik D25 H80 27M225A0080 CAMOZZI DSNU-25-80-PPV-A	2.0	176.0	352.0
